ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,provenance,Family_name,Family_level_ID,Language_level_ID,level,lineage
bouy1240,Bouyei,Eurasia,24.8484,106.187,bouy1240,,JC_bouy1240.tsv,Tai-Kadai,taik1256,bouy1240,language,taik1256/kamt1241/daic1238/daic1237/nort3326/nort3180/nort3189
brah1256,Brahui,Eurasia,29.04,66.56,brah1256,,MM_brah1256.tsv,Dravidian,drav1251,brah1256,language,drav1251/nort2698
bret1244,Breton,Eurasia,48.2452,-3.78934,bret1244,,MM_bret1244.tsv,Indo-European,indo1319,bret1244,language,indo1319/clas1257/celt1248/nucl1715/tgbc1234/insu1254/bryt1239/sout3176
brib1243,Bribri,North America,9.39794,-83.0539,brib1243,,RHE_brib1243.tsv,Chibchan,chib1249,brib1243,language,chib1249/core1252/isth1243/west2641/vice1244
bube1242,Bube,Africa,3.53638,8.68929,bube1242,,JK_bube1242.tsv,Atlantic-Congo,atla1278,bube1242,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254
bubi1250,Bubi,Africa,-1.16762,12.32251,bubi1250,,JV_bubi1250.tsv,Atlantic-Congo,atla1278,bubi1250,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/b10b1234/tsog1242/sout3191
budu1248,Budukh,Eurasia,41.2272,48.3353,budu1248,,NH_budu1248.tsv,Nakh-Daghestanian,nakh1245,budu1248,language,nakh1245/dagh1238/lezg1248/nucl1321/sout2753
budu1265,Buduma,Africa,13.0692,14.4492,budu1265,,JN_budu1265.tsv,Afro-Asiatic,afro1255,budu1265,language,afro1255/chad1250/bium1280/nort3156/koto1267
budz1238,Budza,Africa,2.19951,22.6107,budz1238,,JV_budz1238.tsv,Atlantic-Congo,atla1278,budz1238,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/rive1266/ngir1248/ngir1251/mote1237/budj1234/budj1235
buga1247,Bugan,Eurasia,23.6124,104.963,buga1247,,MY_buga1247.tsv,Austroasiatic,aust1305,buga1247,language,aust1305/mang1377/boly1240
buga1250,Bugawac,Papunesia,-6.67519,147.32,buga1250,,ML_buga1250.tsv,Austronesian,aust1307,buga1250,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/nort2858
bugh1239,Bughotu,Papunesia,-8.47948,159.802,bugh1239,,NP_bugh1239.tsv,Austronesian,aust1307,bugh1239,language,aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/guad1241/nucl1470/ngge1240
bugi1244,Buginese,Papunesia,-4.47,119.977,bugi1244,,JLA_bugi1244.tsv,Austronesian,aust1307,bugi1244,language,aust1307/mala1545/sout2923/bugi1243/bugi1245
bugl1243,Buglere,North America,8.57695,-81.25648,bugl1243,,RHE_bugl1243.tsv,Chibchan,chib1249,bugl1243,language,chib1249/core1252/isth1243/east2569/guay1266
bugu1246,Bugun,Eurasia,27.1929556,92.4713002,bugu1246,,JK_bugu1246.tsv,Sino-Tibetan,sino1245,bugu1246,language,sino1245/khob1235
buhu1237,Buhutu,Papunesia,-10.5074,150.18,buhu1237,,JSA_buhu1237.tsv,Austronesian,aust1307,buhu1237,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/suau1243
bujh1238,Bujhyal,Eurasia,28.0084,84.5068,bujh1238,,BHR_bujh1238.tsv,Sino-Tibetan,sino1245,bujh1238,language,sino1245/hima1249/maha1306/kham1285/chep1244
buka1257,Bukar-Sadung Bidayuh,Papunesia,0.96817,110.657,buka1257,,JLA_buka1257.tsv,Austronesian,aust1307,buka1257,language,aust1307/mala1545/land1261/bida1239/bida1237/sado1238
buki1249,Bukiyip,Papunesia,-3.47169,143.111,buki1249,,MD-GR-RSI_buki1249.tsv,Nuclear Torricelli,nucl1708,buki1249,language,nucl1708/komb1276/arap1279/mufi1239/buki1250
buku1249,Bukusu,Africa,0.68043,34.7719,buku1249,,SVM_buku1249.tsv,Atlantic-Congo,atla1278,buku1249,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/grea1289/grea1291/luyi1234/saam1284/buku1251
bula1255,Bularnu,Australia,-21.02656922,138.1566659,bula1255,,CB-PE-AS_bula1255.tsv,Pama-Nyungan,pama1250,bula1255,language,pama1250/ngar1290/sout2766/thaw1238
bull1247,Bullom So,Africa,9.0,-13.16,bull1247,,SPI_bull1247.tsv,Atlantic-Congo,atla1278,bull1247,language,atla1278/mela1257/bull1245/bull1246/nort3167
bulo1242,Bulo Stieng,Eurasia,11.9777,106.798,bulo1242,,JV_bulo1242.tsv,Austroasiatic,aust1305,bulo1242,language,aust1305/bahn1264/sout2690/mnon1258/stie1250
bulu1251,Bulu (Cameroon),Africa,3.16141,11.6365,bulu1251,,JV_bulu1251.tsv,Atlantic-Congo,atla1278,bulu1251,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/basa1292/yaun1239
buna1276,Bunama,Papunesia,-10.0761,151.066,buna1276,,JG_buna1276.tsv,Austronesian,aust1307,buna1276,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/dobu1240/buna1279
buna1278,Bunak,Papunesia,-9.13618,125.216,buna1278,,MD-GR-RSI_buna1278.tsv,Timor-Alor-Pantar,timo1261,buna1278,language,timo1261/east2519
bund1253,Bundeli,Eurasia,24.8982,78.9542,bund1253,,JI-NK_bund1253.tsv,Indo-European,indo1319,bund1253,language,indo1319/clas1257/indo1320/indo1321/indo1322/subc1234/west2812/bund1252
bunu1267,Bunun,Papunesia,23.4116,121.025,bunu1267,,MD-GR-RSI_bunu1267.tsv,Austronesian,aust1307,bunu1267,language,aust1307
buol1237,Buol,Papunesia,0.97727,121.519,buol1237,,SR_buol1237.tsv,Austronesian,aust1307,buol1237,language,aust1307/mala1545/grea1284/goro1257/goro1273
bura1267,Burarra,Australia,-12.3061,134.365,bura1267,,MD-GR-RSI_bura1267.tsv,Maningrida,mani1293,bura1267,language,mani1293/bure1237/bure1238
bura1292,Bura-Pabir,Africa,10.4822,12.3007,bura1292,,JN_bura1292.tsv,Afro-Asiatic,afro1255,bura1292,language,afro1255/chad1250/bium1280/nort3156/marg1267/bura1296/bura1297
bure1242,Bure,Africa,10.4603,10.4554,bure1242,,KS_bure1242.tsv,Afro-Asiatic,afro1255,bure1242,language,afro1255/chad1250/west2785/west2714/west2799/west2715/bole1261/unun9876
burj1242,Burji,Africa,4.44624,38.4646,burj1242,,IC_burj1242.tsv,Afro-Asiatic,afro1255,burj1242,language,afro1255/cush1243/east2699/high1285
burm1264,Burmeso,Papunesia,-2.47582,138.203,burm1264,,HH_burm1264.tsv,,,burm1264,language,
buru1296,Burushaski,Eurasia,36.2161,74.8236,buru1296,,MM_buru1296.tsv,,,buru1296,language,
buru1303,Buru (Indonesia),Papunesia,-3.43957,126.632,buru1303,,MD-GR-RSI_buru1303.tsv,Austronesian,aust1307,buru1303,language,aust1307/mala1545/cent2237/cent2245/cent2254/west2817/buru1321/sula1247/buru1322
buru1320,Burunge,Africa,-5.21369,35.963,buru1320,,EJ_buru1320.tsv,Afro-Asiatic,afro1255,buru1320,language,afro1255/cush1243/sout3054/west2720
busa1253,Busa,Africa,9.91074,4.39929,busa1253,,KS_busa1253.tsv,Mande,mand1469,busa1253,language,mand1469/east2697/bisa1265/samo1302/busa1252/boko1265
bush1247,Bushoong,Africa,-4.69463,21.4556,bush1247,,ER_bush1247.tsv,Atlantic-Congo,atla1278,bush1247,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/vieu1234/nkut1239/bush1251
buta1242,Butam,Papunesia,-4.471696,152.245674,buta1242,,RSC_buta1242.tsv,Taulil-Butam,taul1250,buta1242,language,taul1250
buwa1243,Buwal,Africa,10.6151,13.8838,buwa1243,,JN_buwa1243.tsv,Afro-Asiatic,afro1255,buwa1243,language,afro1255/chad1250/bium1280/sout3145/bium1274/buwa1244
bwai1242,Bwaidoka,Papunesia,-9.51158,150.297,bwai1242,,KSA_bwai1242.tsv,Austronesian,aust1307,bwai1242,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241/bwai1244
bwat1240,Bwatoo,Papunesia,-21.3777,165.076,bwat1240,,NP_bwat1240.tsv,Austronesian,aust1307,bwat1240,language,aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/vohk1234/bwat1242/haek1241
byan1241,Byangsi,Eurasia,29.92002,80.63653,byan1241,,JG_byan1241.tsv,Sino-Tibetan,sino1245,byan1241,language,sino1245/bodi1256/tibe1275/east2777/pith1234/darm1241/darm1242
caac1237,Caac,Papunesia,-20.4114,164.578,caac1237,,SPI_caac1237.tsv,Austronesian,aust1307,caac1237,language,aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/extr1244/kumn1236
cabe1245,Cabécar,North America,9.67031,-83.4102,cabe1245,,MM_cabe1245.tsv,Chibchan,chib1249,cabe1245,language,chib1249/core1252/isth1243/west2641/vice1244
caca1249,Cacataibo de Mariscal,South America,-8.70232,-75.4206,caca1249,,RZ_caca1249.tsv,Pano-Tacanan,pano1259,cash1251,dialect,pano1259/pano1256/main1279/cash1251
cacu1241,Kakua,South America,0.88778,-69.5659,cacu1241,,CB-PE-AS_cacu1241.tsv,Kakua-Nukak,kaku1242,cacu1241,language,kaku1242
cahu1264,Cahuilla,North America,33.5324,-116.691,cahu1264,,MM_cahu1264.tsv,Uto-Aztecan,utoa1244,cahu1264,language,utoa1244/nort2953/cali1246/cupa1239/cahu1263
cakf1236,Cakfem-Mushere-Jibyal,Africa,9.00924,9.16071,cakf1236,,JG_cakf1236.tsv,Afro-Asiatic,afro1255,cakf1236,language,afro1255/chad1250/west2785/west2714/west2799/west2717/kofy1243
cald1236,Calderón Highland Quichua,South America,-0.36205,-78.2587,cald1236,,JM_cald1236.tsv,Quechuan,quec1387,cald1236,language,quec1387/quec1388/quec1389/colo1257/ecua1248
caml1239,Camling,Eurasia,27.3371,86.7612,caml1239,,EJ_caml1239.tsv,Sino-Tibetan,sino1245,caml1239,language,sino1245/hima1249/maha1306/kira1253/cent2250/sout2736
camp1261,Campidanese Sardinian,Eurasia,39.0566,9.03935,camp1261,,MM_camp1261.tsv,Indo-European,indo1319,camp1261,language,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/sout3158/sard1256/sard1257
cams1241,Camsá,South America,1.14537,-76.8931,cams1241,,HH_cams1241.tsv,,,cams1241,language,
cane1242,Canela-Krahô,South America,-6.10712,-45.1299,cane1242,,EJ_cane1242.tsv,Nuclear-Macro-Je,nucl1710,cane1242,language,nucl1710/jeee1236/jese1235/core1264/timb1253/sout3244
cani1243,Canichana,South America,-14.3058,-64.944455,cani1243,,HH_cani1243.tsv,,,cani1243,language,
caom1238,Cao Miao,Eurasia,26.2236,109.547,caom1238,,JLA_caom1238.tsv,Tai-Kadai,taik1256,caom1238,language,taik1256/kamt1241/kams1241/mula1252/kami1255/nort2734
capa1241,Capanahua,South America,-6.63254,-74.3813,capa1241,,JM-RZ_capa1241.tsv,Pano-Tacanan,pano1259,capa1241,language,pano1259/pano1256/main1279/pano1257/cham1314/ship1253
cari1276,Caribbean Javanese,South America,5.62695,-54.6305,cari1276,,MM_cari1276.tsv,Austronesian,aust1307,cari1276,language,aust1307/mala1545/java1253/mode1251
carn1240,Car Nicobarese,Eurasia,9.18853,92.7671,carn1240,,JLA_carn1240.tsv,Austroasiatic,aust1305,carn1240,language,aust1305/nico1262
caro1242,Carolinian,Papunesia,15.205,145.765,caro1242,,RSC_caro1242.tsv,Austronesian,aust1307,caro1242,language,aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/micr1244/cent2276/west2844/pona1247/truk1243/nucl1749/cent2290/sata1238/macr1274
casi1235,Casiguran-Nagtipunan Agta,Papunesia,16.2176,121.878,casi1235,,LS_casi1235.tsv,Austronesian,aust1307,casi1235,language,aust1307/mala1545/nort3238/nort3187/nucl1755
cata1286,Catawba,North America,34.9685,-80.8857,cata1286,,JG_cata1286.tsv,Siouan,siou1252,cata1286,language,siou1252/cata1285
cavi1250,Cavineña,South America,-13.3544,-66.6277,cavi1250,,OK_cavi1250.tsv,Pano-Tacanan,pano1259,cavi1250,language,pano1259/taca1255
cayu1262,Cayubaba,South America,-13.2482,-65.4822,cayu1262,,HH_cayu1262.tsv,,,cayu1262,language,
cebu1242,Cebuano,Papunesia,8.38799,124.367,cebu1242,,MD-GR-RSI_cebu1242.tsv,Austronesian,aust1307,cebu1242,language,aust1307/mala1545/grea1284/cent2246/bisa1268
cemu1238,Cemuhî,Papunesia,-20.8489,165.13,cemu1238,,NP_cemu1238.tsv,Austronesian,aust1307,cemu1238,language,aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/cemp1235
cent1972,Central Kurdish,Eurasia,35.6539,45.8077,cent1972,,JLA_cent1972.tsv,Indo-European,indo1319,cent1972,language,indo1319/clas1257/indo1320/iran1269/cent2317/cent2318/nort3177/laki1246/kurd1259
cent1989,Central Khmer,Eurasia,12.0515,105.015,cent1989,,KA_cent1989.tsv,Austroasiatic,aust1305,cent1989,language,aust1305/khme1253
cent1990,Central Nicobarese,Eurasia,7.94812,93.3921,cent1990,,BHR_cent1990.tsv,Austroasiatic,aust1305,cent1990,language,aust1305/nico1262/nucl1758/cent2305
cent1992,Central Mnong,Eurasia,12.6313,107.301,cent1992,,BHR_cent1992.tsv,Austroasiatic,aust1305,cent1992,language,aust1305/bahn1264/sout2690/mnon1258/mnon1259/sout2691
cent2004,Central Bai,Eurasia,26.1666,99.7052,cent2004,,MY_cent2004.tsv,Sino-Tibetan,sino1245,cent2004,language,sino1245/macr1275/caij1235/baic1239/sout3254
cent2050,Central Kanuri,Africa,11.8,13.13,cent2050,,RK_cent2050.tsv,Saharan,saha1256,cent2050,language,saha1256/west2505/kanu1279/kanu1281
cent2058,Central Maewo,Papunesia,-15.0784,168.135,cent2058,,JW_cent2058.tsv,Austronesian,aust1307,cent2058,language,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/maew1234
cent2060,Central Pacific linkage,,,,cent2060,,HS_cent2060.tsv,Austronesian,aust1307,cent2060,family,aust1307/mala1545/cent2237/east2712/ocea1241
cent2084,Central Cagayan Agta,Papunesia,17.9571,121.857,cent2084,,ED_cent2084.tsv,Austronesian,aust1307,cent2084,language,aust1307/mala1545/nort3238/caga1241/iban1268/gadd1245
cent2087,Coastal-Naga Bikol,Papunesia,13.7574,123.403,cent2087,,MM_cent2087.tsv,Austronesian,aust1307,cent2087,language,aust1307/mala1545/grea1284/cent2246/biko1240/coas1315
cent2090,Central Tagbanwa,Papunesia,10.6519,119.338,cent2090,,RHA_cent2090.tsv,Austronesian,aust1307,cent2090,language,aust1307/mala1545/grea1284/pala1354/nort3185/bata1317
cent2091,Central Palawano,Papunesia,8.77013,117.838,cent2091,,MM_cent2091.tsv,Austronesian,aust1307,cent2091,language,aust1307/mala1545/grea1284/pala1354/sout3165/molb1238/nucl1738
cent2100,Central Dusun,Papunesia,6.02998,116.681,cent2100,,JG_cent2100.tsv,Austronesian,aust1307,cent2100,language,aust1307/mala1545/nort3253/sout3154/grea1293/dusu1277/kada1292
cent2126,Central Okinawan,Eurasia,26.14854,127.7816,cent2126,,MM_cent2126.tsv,Japonic,japo1237,cent2126,language,japo1237/ryuk1243/nort3255/okin1244
cent2127,Central Alaskan Yupik,North America,60.3062,-161.486,cent2127,,BHR_cent2127.tsv,Eskimo-Aleut,eski1264,cent2127,language,eski1264/eski1265/yupi1267
cent2131,Central Tarahumara,North America,27.5648,-107.154,cent2131,,JV_cent2131.tsv,Uto-Aztecan,utoa1244,cent2131,language,utoa1244/sout3136/tara1326/tara1321
cent2140,Central Sierra Miwok,North America,38.0812,-120.257,cent2140,,BHR_cent2140.tsv,Miwok-Costanoan,miwo1274,cent2140,language,miwo1274/miwo1275/east2546/sier1249
cent2142,Central Aymara,South America,-17.0,-68.5,cent2142,,MM_cent2142.tsv,Aymaran,ayma1253,cent2142,language,ayma1253/nucl1667
cent2150,Central Tunebo,South America,6.8867,-72.097,cent2150,,RHE_cent2150.tsv,Chibchan,chib1249,cent2150,language,chib1249/core1252/magd1236/sout3015/tune1260
cent2292,Central Bontoc,Papunesia,17.08,120.92,cent2292,,KSA_cent2292.tsv,Austronesian,aust1307,cent2292,language,aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754/bont1246/bont1247
cent2314,Central Chong,Eurasia,12.608611,102.270556,cent2314,,JLA_cent2314.tsv,Austroasiatic,aust1305,cent2314,language,aust1305/pear1246/west2394
cent2322,Central Mansi,Eurasia,61.1432,62.4023,cent2322,,RK_cent2322.tsv,Uralic,ural1272,cent2322,language,ural1272/mans1269/nort3271
chac1249,Cha'palaa,South America,0.71489,-79.0508,chac1249,,HS_chac1249.tsv,Barbacoan,barb1265,chac1249,language,barb1265/caya1244
chac1251,Chácobo,South America,-12.133,-66.7164,chac1251,,RHE_chac1251.tsv,Pano-Tacanan,pano1259,chac1251,language,pano1259/pano1256/main1279/pano1257/boli1261
chad1249,Chadian Arabic,Africa,14.67,13.5,chad1249,,NB_chad1249.tsv,Afro-Asiatic,afro1255,chad1249,language,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/egyp1251/egyp1254/suda1235
chak1270,Chak,Eurasia,21.4134,92.5953,chak1270,,MY_chak1270.tsv,Sino-Tibetan,sino1245,chak1270,language,sino1245/brah1260/jing1259/sakk1239
chak1271,Chakali,Africa,9.83446,-1.90181,chak1271,,CK_chak1271.tsv,Atlantic-Congo,atla1278,chak1271,language,atla1278/volt1241/nort3149/gura1261/cent2243/sout3164/grus1239/east2740/west2837/sisa1247/chak1272/chak1273/chak1274
chal1275,Chaldean Neo-Aramaic,Eurasia,37.0972,43.5027,chal1275,,JG_chal1275.tsv,Afro-Asiatic,afro1255,chal1275,language,afro1255/semi1276/west2786/cent2236/nort3165/aram1259/impe1236/midd1367/east2680/cent2217/nort3241
cham1309,Chamalal,Eurasia,42.5024,45.995,cham1309,,NH_cham1309.tsv,Nakh-Daghestanian,nakh1245,cham1309,language,nakh1245/dagh1238/avar1255/andi1254
cham1312,Chamorro,Papunesia,13.438011,144.74474,cham1312,,NP_cham1312.tsv,Austronesian,aust1307,cham1312,language,aust1307/mala1545
cham1315,Chamacoco,South America,-20.5899,-58.2005,cham1315,,HH_cham1315.tsv,Zamucoan,zamu1243,cham1315,language,zamu1243
cham1318,Chamicuro,South America,-5.1149,-75.6778,cham1318,,SD_cham1318.tsv,Arawakan,araw1281,cham1318,language,araw1281/sout3131/puru1269/cham1317
chan1313,Chang Naga,Eurasia,26.4336,94.9536,chan1313,,JG_chan1313.tsv,Sino-Tibetan,sino1245,chan1313,language,sino1245/brah1260/kony1246/kony1247
chao1238,Chaozhou,Eurasia,23.666667,116.633333,chao1238,,JLA_chao1238.tsv,Sino-Tibetan,sino1245,minn1241,dialect,sino1245/sini1245/minn1248/coas1318/minn1241/chao1239
char1269,Chara,Africa,6.63946,36.4192,char1269,,GF_char1269.tsv,Ta-Ne-Omotic,gong1255,char1269,language,gong1255/omet1238
chas1234,Chashan,Eurasia,26.1,98.75,chas1234,,MY_chas1234.tsv,Sino-Tibetan,sino1245,chas1234,language,sino1245/burm1265/lolo1265/burm1266/nort2720/high1273/leqi1234
chec1245,Chechen,Eurasia,43.5,45.5,chec1245,,NH_chec1245.tsv,Nakh-Daghestanian,nakh1245,chec1245,language,nakh1245/nakh1246/chec1244
chek1238,Cheke Holo,Papunesia,-8.27055,159.625,chek1238,,JLA_chek1238.tsv,Austronesian,aust1307,chek1238,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/sant1458/east2452
chen1255,Chenchu,Eurasia,15.8787,79.2534,chen1255,,JV_chen1255.tsv,Dravidian,drav1251,chen1255,language,drav1251/sout3133/sout3139/telu1265
chep1245,Chepang,Eurasia,27.7206,84.9017,chep1245,,JG_chep1245.tsv,Sino-Tibetan,sino1245,chep1245,language,sino1245/hima1249/maha1306/kham1285/chep1244
cher1273,Cherokee,North America,35.4664,-83.163,cher1273,,BHR_cher1273.tsv,Iroquoian,iroq1247,cher1273,language,iroq1247
chey1247,Cheyenne,North America,45.5321,-106.659,chey1247,,JV-ML_chey1247.tsv,Algic,algi1248,chey1247,language,algi1248/algo1256/algo1257
chhi1245,Chintang,Eurasia,26.961,87.1899,chhi1245,,LD_chhi1245.tsv,Sino-Tibetan,sino1245,chhi1245,language,sino1245/hima1249/maha1306/kira1253/east2719/grea1285
chib1270,Chibcha,South America,6.24999,-74.1666,chib1270,,RHE_chib1270.tsv,Chibchan,chib1249,chib1270,language,chib1249/core1252/magd1236/sout3015/chib1269
chic1270,Chickasaw,North America,34.0,-88.0,chic1270,,ER_chic1270.tsv,Muskogean,musk1252,chic1270,language,musk1252/west2614
chig1238,Chiga,Africa,-1.04387,29.9122,chig1238,,SVM_chig1238.tsv,Atlantic-Congo,atla1278,chig1238,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/grea1289/west2841/ruta1242/nort3228/nkor1240/nkor1241
chil1280,Chilcotin-Nicola,North America,51.98952,-123.24458,chil1280,,BHR_chil1280.tsv,Athabaskan-Eyak-Tlingit,atha1245,chil1280,language,atha1245/atha1246/atha1247/cent2370
chim1301,Chimariko,North America,41.0,-123.0,chim1301,,KA_chim1301.tsv,,,chim1301,language,
chim1302,Bolivar-North Chimborazo Highland Quichua,South America,-1.36727,-78.8521,chim1302,,JM_chim1302.tsv,Quechuan,quec1387,chim1302,language,quec1387/quec1388/quec1389/colo1257/ecua1248
chim1309,Chimila,South America,10.1902,-74.2559,chim1309,,RHE_chim1309.tsv,Chibchan,chib1249,chim1309,language,chib1249/core1252/magd1236/nort3000
chim1312,Chimwiini,Africa,1.111787,44.026991,chim1312,,JK_chim1312.tsv,Atlantic-Congo,atla1278,chim1312,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/nort3209/coas1317/saba1282/swah1254
chin1286,Clatsop-Shoalwater Chinook,North America,45.1729,-119.166,chin1286,,BHR_chin1286.tsv,Chinookan,chin1490,chin1286,language,chin1490/lowe1438
chip1241,Chippewa,North America,47.347,-94.2738,chip1241,,AR_chip1241.tsv,Algic,algi1248,chip1241,language,algi1248/algo1256/algo1257/east2765/ojib1240/ojib1241/nucl1723/cent2252
chip1261,Chipewyan,North America,58.98,-104.44,chip1261,,BHR_chip1261.tsv,Athabaskan-Eyak-Tlingit,atha1245,chip1261,language,atha1245/atha1246/atha1247/nort3354
chiq1248,Lomeriano-Ignaciano Chiquitano,South America,-16.769554,-61.817795,chiq1248,,RHE_chiq1248.tsv,Chiquitano,chiq1253,chiq1248,language,chiq1253
chir1283,Chiru,Eurasia,25.4643,94.4072,chir1283,,MJ_chir1283.tsv,Sino-Tibetan,sino1245,chir1283,language,sino1245/kuki1245/kuki1246/oldk1252
chit1248,Chitimacha,North America,30.3386,-90.9123,chit1248,,JLA_chit1248.tsv,,,chit1248,language,
choc1275,Chocangacakha,Eurasia,27.46961,91.21954,choc1275,,NP_choc1275.tsv,Sino-Tibetan,sino1245,choc1275,language,sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/sout3217/dzon1238
choc1276,Choctaw,North America,32.25,-88.5,choc1276,,BHR_choc1276.tsv,Muskogean,musk1252,choc1276,language,musk1252/west2614
chol1284,Cholón,South America,-9.23129,-75.9621,chol1284,,AR_chol1284.tsv,Hibito-Cholon,hibi1242,chol1284,language,hibi1242
chon1284,Chong of Chanthaburi,Eurasia,12.5218,102.514,chon1284,,JG_chon1284.tsv,Austroasiatic,aust1305,chon1284,language,aust1305/pear1246/west2394
chot1239,Chothe,Eurasia,24.3722,94.2408,chot1239,,JG_chot1239.tsv,Sino-Tibetan,sino1245,chot1239,language,sino1245/kuki1245/kuki1246/oldk1252
chra1242,Chrau,Eurasia,10.8021,107.293,chra1242,,JLA_chra1242.tsv,Austroasiatic,aust1305,chra1242,language,aust1305/bahn1264/sout2690/mnon1258
chug1252,Duhumbi,Eurasia,27.4177713,92.2255891,chug1252,,JG_chug1252.tsv,Sino-Tibetan,sino1245,chug1252,language,sino1245/khob1235/meyi1234/chug1251
chuj1250,Chuj,North America,15.8399,-91.76,chuj1250,,RHE_chuj1250.tsv,Mayan,maya1287,chuj1250,language,maya1287/core1254/west2865/kanj1261/chuj1249
chuk1273,Chukchi,Eurasia,68.6436,170.045,chuk1273,,MD_chuk1273.tsv,Chukotko-Kamchatkan,chuk1271,chuk1273,language,chuk1271/chuk1272
chuu1238,Chuukese,Papunesia,7.346993,151.598607,chuu1238,,DP_chuu1238.tsv,Austronesian,aust1307,chuu1238,language,aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/micr1244/cent2276/west2844/pona1247/truk1243/nucl1749/cent2290/east2764/mort1238
chuv1255,Chuvash,Eurasia,55.487,47.163,chuv1255,,NH_chuv1255.tsv,Turkic,turk1311,chuv1255,language,turk1311/bolg1249
chuw1238,Chuwabu,Africa,-17.3428,37.1231,chuw1238,,SPI_chuw1238.tsv,Atlantic-Congo,atla1278,chuw1238,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/soth1250/soth1251/maku1247/chuw1239
cici1237,Cicipu,Africa,11.0417,5.54073,cici1237,,KS_cici1237.tsv,Atlantic-Congo,atla1278,cici1237,language,atla1278/volt1241/benu1247/kain1275/cent2242/kamb1317
cire1240,Cirebon Javanese,Papunesia,-6.74533,108.538,cire1240,,TY_cire1240.tsv,Austronesian,aust1307,java1254,dialect,aust1307/mala1545/java1253/mode1251/java1254/west2565
cjin1234,Colloquial Jakarta Indonesian,Papunesia,-6.277146,106.848088,cjin1234,,TY_cjin1234.tsv,Austronesian,aust1307,indo1316,dialect,aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/stan1327/indo1316
clas1249,Classical-Middle Armenian,Eurasia,38.592316,41.346422,clas1249,,MM_clas1249.tsv,Indo-European,indo1319,clas1249,language,indo1319/clas1257/arme1241
clas1250,Classical Nahuatl,North America,19.72,-96.97,clas1250,,RHE_clas1250.tsv,Uto-Aztecan,utoa1244,clas1250,language,utoa1244/sout3136/cora1261/azte1234/west2809/cent2258
coah1252,Coahuilteco,North America,28.2589,-97.89,coah1252,,RHE_coah1252.tsv,,,coah1252,language,
coat1243,Coatlán Zapotec,North America,16.1463,-96.7683,coat1243,,BHR_coat1243.tsv,Otomanguean,otom1299,coat1243,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/macr1276/coat1245/coat1242
coca1259,Cocama-Cocamilla,South America,-4.5,-74.0,coca1259,,CB-PE-AS_coca1259.tsv,Tupian,tupi1275,coca1259,language,tupi1275/mawe1252/awet1245/tupi1276/sout3271/tupi1287/omag1247
coch1272,Cochimi,North America,29.04,-114.077,coch1272,,RHE_coch1272.tsv,Cochimi-Yuman,coch1271,coch1272,language,coch1271
coco1260,Cocos Islands Malay,Papunesia,-12.193342,96.833679,coco1260,,JLA_coco1260.tsv,Austronesian,aust1307,coco1260,language,aust1307/mala1545/mala1536/nort3170/mala1538/beta1260
coeu1236,Coeur d'Alene,North America,47.2958,-116.715,coeu1236,,BHR_coeu1236.tsv,Salishan,sali1255,coeu1236,language,sali1255/inte1241/sout1559
cofa1242,Cofán,South America,0.276675,-77.0643,cofa1242,,RHE_cofa1242.tsv,,,cofa1242,language,
